hospital_id,entity_code,hospital_name,district,ownership,directorate,verified_specialties,latitude,longitude,hospital_name_ta
TNH0688,H_24670,"Govt Kariyapattinam CHC,Nagapattinam TN.",Nagapattinam,Govt-MTM,Govt,General Medicine,10.7601193,79.8417881,"அரசு கரியாபட்டினம் சிஎச்சி, நாகப்பட்டினம் டிஎன்."
TNH0689,H_24669,"Govt Thalainayar CHC, Thalainayar,Nagapattinam TN.",Nagapattinam,Govt-MTM,Govt,General Medicine,10.7601193,79.8417881,"அரசு தலைநாயர் CHC, தலைநாயர், நாகப்பட்டினம் TN."
TNH0690,H_24665,"Govt Thevur CHC, Kilvelur, Nagapattinam TN.",Nagapattinam,Govt-MTM,Govt,General Medicine,10.7275185,79.7295226,"அரசு தேவூர் சிஎச்சி, கீழ்வேளூர், நாகப்பட்டினம் டிஎன்."
TNH0691,H_24663,"Govt Thirumarugal CHC, Nagapattinam TN.",Nagapattinam,Govt-MTM,Govt,General Medicine,10.7601193,79.8417881,"அரசு திருமருகல் CHC, நாகப்பட்டினம் TN."
TNH0692,H_24664,"Govt Thirupoondi CHC, Keelaiyur, Nagapattinam TN.",Nagapattinam,Govt-MTM,Govt,General Medicine,10.7601193,79.8417881,"அரசு திருப்பூண்டி CHC, கீழையூர், நாகப்பட்டினம் TN."
TNH0693,H_24666,"Govt Vadugachery CHC, Nagapattinam TN.",Nagapattinam,Govt-MTM,Govt,General Medicine,10.7601193,79.8417881,"அரசு வடுகச்சேரி CHC, நாகப்பட்டினம் TN."
TNH0694,H_25642,"MC Hospital, Nagapattinam TN.",Nagapattinam,PVT HOSPITAL,PVT,"Multi-Speciality,Urology",10.7601193,79.8417881,"எம்.சி. மருத்துவமனை, நாகப்பட்டினம், தமிழ்நாடு."
TNH0695,H_19485,"Aravinth Hospital,Rangar Sannadhi Str,Namakkal TN.",Namakkal,PVT HOSPITAL,Pvt,Multi-Speciality,11.3793464,77.8966474,"அரவிந்த் மருத்துவமனை, ரங்கர் சன்னதி Str, நாமக்கல் TN."
TNH0696,H_18551,"CM Best Hospitals,Namakkal TN.",Namakkal,PVT HOSPITAL,Pvt,Multi-Speciality,11.2124778,78.167443,"CM பெஸ்ட் மருத்துவமனைகள், நாமக்கல் TN."
TNH0698,H_24725,"Govt.CHC Mohanur,Palapatty ,Namakkal TN.",Namakkal,Govt-MTM,Govt,General Medicine,11.0555811,78.1400064,"அரசு சிஎச்சி மோகனூர், பாலப்பட்டி, நாமக்கல் டிஎன்."
TNH0699,H_24508,"Govt.CHC Pillanallur,Namakkal TN. ",Namakkal,Govt-MTM,Govt,General Medicine,11.4279101,78.1329,"அரசு சிஎச்சி பில்லாநல்லூர், நாமக்கல் டிஎன். "
TNH0714,H_26173,"Imayam speciality hospital, Namakkal, TN.",Namakkal,PVT HOSPITAL,Pvt,Multi-Speciality,11.2309111,78.1593699,"இமயம் சிறப்பு மருத்துவமனை, நாமக்கல், தமிழ்நாடு."
TNH0715,H_18892,"Krishna Hospital Thiruchengodu,Namakkal TN.",Namakkal,PVT HOSPITAL,Pvt,Multi-Speciality,11.375257,77.8933639,"கிருஷ்ணா மருத்துவமனை திருச்செங்கோடு, நாமக்கல் டி.என்."
TNH0716,H_18368,"M.M.Hospital,Namakkal TN.",Namakkal,PVT HOSPITAL,Pvt,Multi-Speciality,11.2102109,78.1776748,"எம்.எம். மருத்துவமனை, நாமக்கல், தமிழ்நாடு."
TNH0717,H_18899,"Maharaja Speciality Hosp Mohanur Road,Namakkal TN.",Namakkal,PVT HOSPITAL,Pvt,Multi-Speciality,11.2107555,78.167003,"மகாராஜா சிறப்பு மருத்துவமனை மோகனூர் சாலை, நாமக்கல் TN."
TNH0718,H_18913,"Malar Hospital Subramaniapuram,Namakkal TN.",Namakkal,PVT HOSPITAL,Pvt,"Gynecology,Urology,Multi-Speciality",11.4572276,78.1923057,"மலர் மருத்துவமனை சுப்பிரமணியபுரம், நாமக்கல் TN."
TNH0719,H_19486,"Manickam Hospital, Rasipuram, Namakkal TN.",Namakkal,PVT HOSPITAL,Pvt,Multi-Speciality,11.4569579,78.192605,"மாணிக்கம் மருத்துவமனை, ராசிபுரம், நாமக்கல் டி.என்."
TNH0720,H_18905,"Maruthi Hopsital Salem Rd,Namakkal TN.",Namakkal,PVT HOSPITAL,Pvt,"Orthopedics,Multi-Speciality",11.2456507,78.1656938,"மாருதி ஹாப்சிடல் சேலம் சாலை, நாமக்கல் TN."
TNH0721,H_18578,"Sakthi Hospital,Namakkal TN.",Namakkal,PVT HOSPITAL,Pvt,"Gynecology,Multi-Speciality",11.2077699,78.1797599,"சக்தி மருத்துவமனை, நாமக்கல், தமிழ்நாடு."
TNH0722,H_18890,"Santhi Hospital Rasipuram,Namakkal TN.",Namakkal,PVT HOSPITAL,Pvt,Multi-Speciality,11.4564978,78.1932519,"சாந்தி மருத்துவமனை ராசிபுரம், நாமக்கல் டி.என்."
TNH0723,H_22733,"Saravana Hospital, Namakkal TN.",Namakkal,PVT HOSPITAL,Pvt,"Ophthalmology,Gynecology",11.2166193,78.171233,"சரவணா மருத்துவமனை, நாமக்கல் டி.என்."
TNH0724,H_22003,"Shree Akhshaya Hospital Namakkal, TN.",Namakkal,PVT HOSPITAL,Pvt,Multi-Speciality,11.2356208,78.1652689,"ஸ்ரீ அக்ஷயா மருத்துவமனை நாமக்கல், டி.என்."
TNH0725,H_19739,"Shri Vigneshwaran Hosp Sendamangalam Namakkal, TN.",Namakkal,PVT HOSPITAL,Pvt,Multi-Speciality,11.2832802,78.2354014,"ஸ்ரீ விக்னேஷ்வரன் மருத்துவமனை சேந்தமங்கலம் நாமக்கல், TN."
TNH0726,H_22823,"Soorya Multispechiality hospitals, Namakkal TN.",Namakkal,PVT HOSPITAL,Pvt,Multi-Speciality,11.237108,78.1753904,"சூரியா மல்டிஸ்பெசியாலிட்டி மருத்துவமனைகள், நாமக்கல் டி.என்."
TNH0727,H_21995,"SPM Medical Centre, Namakkal TN.",Namakkal,PVT HOSPITAL,Pvt,Multi-Speciality,11.3877195,77.8935545,"SPM மருத்துவ மையம், நாமக்கல் TN."
TNH0728,H_23657,"Sri Ragavendra Hospital, Namakal TN.",Namakkal,PVT HOSPITAL,Pvt,Multi-Speciality,11.2152617,78.1703934,"ஸ்ரீ ராகவேந்திரா மருத்துவமனை, நாமக்கல் டி.என்."
TNH0729,H_20919,"Sugam Hospital, Rasipuram, Namakkal TN.",Namakkal,PVT HOSPITAL,Pvt,Multi-Speciality,11.4552937,78.193624,"சுகம் மருத்துவமனை, ராசிபுரம், நாமக்கல் டி.என்."
TNH0730,H_23694,"Swamy Vivekananda MC, Namakkal TN.",Namakkal,PVT HOSPITAL,Pvt,Multi-Speciality,11.2193848,78.1678418,"சுவாமி விவேகானந்தர் எம்.சி., நாமக்கல் டி.என்."
TNH0731,H_18331,"Thangam Hospital, Namakkal TN.",Namakkal,PVT HOSPITAL,Pvt,Multi-Speciality,11.2152118,78.1720045,"தங்கம் மருத்துவமனை, நாமக்கல் டி.என்."
TNH0732,H_18531,"Thirukumaran Hospitals,Namakkal TN.",Namakkal,PVT HOSPITAL,Pvt,"Multi-Speciality,Urology,Dermatology",11.3783233,77.8914061,"திருக்குமரன் மருத்துவமனை, நாமக்கல் TN."
TNH0733,H_22718,"Velavan Hospital, Namakkal, TN.",Namakkal,PVT HOSPITAL,Pvt,Multi-Speciality,11.3856589,77.9034526,"வேலவன் மருத்துவமனை, நாமக்கல், டி.என்."
TNH0734,H_26025,"Visakan Medical Centre, Tiruchengode, Namakkal,TN.",Namakkal,PVT HOSPITAL,Pvt,"Multi-Speciality,Orthopedics",11.3792009,77.8921687,"விசாகன் மருத்துவ மையம், திருச்செங்கோடு, நாமக்கல், தமிழ்நாடு."
TNH0735,H_18394,"Vivekanandha Medical Care Hospital, Namakkal TN.",Namakkal,PVT HOSPITAL,Pvt,Multi-Speciality,11.3651776,77.947823,"விவேகானந்தா மெடிக்கல் கேர் மருத்துவமனை, நாமக்கல் டி.என்."
TNH0736,H_22379,"Anbagam Spl Sc fr Met Ret Chd,Autism PerambalurTN.",Perambalur,PVT AUTISM,Pvt,Psychology,11.2342104,78.8806852,"Anbagam Spl Sc fr Met Ret Chd, Autism PerambalurTN."
TNH0737,H_18258,"Arputhaa Medical Care Hospital, Perambalur TN.",Perambalur,PVT HOSPITAL,PVT,Multi-Speciality,11.2341858,78.8775685,"அற்புதா மருத்துவ பராமரிப்பு மருத்துவமனை, பெரம்பலூர் TN."
TNH0738,H_18294,"Dhanalakshmi Srinivas Hospital,Perambalur TN.",Perambalur,PVT HOSPITAL,PVT,Multi-Speciality,11.2356757,78.8703325,"தனலட்சுமி ஸ்ரீனிவாஸ் மருத்துவமனை, பெரம்பலூர் TN."
TNH0739,H_22577,"Dhanalakshmi Srinivasa Spr Spl Hos, Perambalur TN.",Perambalur,PVT HOSPITAL,PVT,Multi-Speciality,11.237342,78.8395811,"தனலட்சுமி ஸ்ரீனிவாசா எஸ்பிஎல் ஹோஸ், பெரம்பலூர் டிஎன்."
TNH0740,H_25938,"Dhanalakshmi Srinivasan Ins of MedSc,Perambalur TN",Perambalur,PVT HOSPITAL,PVT,Multi-Speciality,11.2365307,78.8406699,"MedSc இன் தனலட்சுமி சீனிவாசன், பெரம்பலூர் TN"
TNH0742,H_25871,"Govt Hospital, Karai, Perambalur TN.",Perambalur,GOVT-DMS,Govt,"General Medicine,Pediatrics",11.1332356,78.8726269,"அரசு மருத்துவமனை, காரை, பெரம்பலூர் டி.என்."
TNH0743,H_25872,"Govt Hospital, Krishnapuram, Perambalur TN.",Perambalur,GOVT-DMS,Govt,"General Medicine,Pediatrics",11.3864324,78.7881726,"அரசு மருத்துவமனை, கிருஷ்ணாபுரம், பெரம்பலூர் டி.என்."
TNH0744,H_25873,"Govt Hospital, Veppur, Perambalur TN.",Perambalur,GOVT-DMS,Govt,"General Medicine,Pediatrics",11.5242621,79.1231721,"அரசு மருத்துவமனை, வேப்பூர், பெரம்பலூர் டி.என்."
TNH0748,H_18610,"Lakshmi Nursing Home,Perambalur TN.",Perambalur,PVT HOSPITAL,PVT,Multi-Speciality,10.8748852,78.8123923,"லட்சுமி நர்சிங் ஹோம், பெரம்பலூர் TN."
TNH0749,H_22851,"MG Hospital,Perambalur TN.",Perambalur,PVT HOSPITAL,PVT,Multi-Speciality,11.240626,78.889211,"எம்.ஜி. மருத்துவமனை, பெரம்பலூர், தமிழ்நாடு."
TNH0750,H_18651,"Niranjan Nursing Home,Perambalur TN.",Perambalur,PVT HOSPITAL,PVT,"Multi-Speciality,Orthopedics,Urology",11.2404576,78.8643533,"நிரஞ்சன் முதியோர் இல்லம், பெரம்பலூர் TN."
TNH0751,H_18800,"SKS HOSPITAL, PERAMBULUR TN.",Perambalur,PVT HOSPITAL,PVT,"Cosemetic Surgery,Multi-Speciality,Gynecology",11.2349687,78.8639492,"எஸ்.கே.எஸ் மருத்துவமனை, பெரம்பூலூர், தமிழ்நாடு."
TNH0752,H_22380,"The Valarpirai Sch fr Spl Chd,Autism,Perambalur TN",Perambalur,PVT AUTISM,Pvt,Psychology,11.2342104,78.8806852,"வளர்பிறை Sch fr Spl Chd,Autism, Perambalur TN"
TNH0754,H_25855,"Govt Subramaniyapuram Hospital, Pudukottai TN.",Pudukottai,Govt-DMS,Govt,"General Medicine,Pediatrics",10.1034201,79.2211476,"சுப்பிரமணியபுரம் அரசு மருத்துவமனை, புதுக்கோட்டை டி.என்."
TNH0769,H_18363,"M Malar Hospital,Pudukottai TN.",Pudukottai,PVT HOSPITAL,Pvt,Multi-Speciality,10.3800346,78.8192558,"எம். மலர் மருத்துவமனை, புதுக்கோட்டை, தமிழ்நாடு."
TNH0770,H_21523,"Manimegalai Medical Centre, Pudukottai TN.",Pudukottai,PVT HOSPITAL,Pvt,Multi-Speciality,10.3864638,78.8152683,"மணிமேகலை மருத்துவ மையம், புதுக்கோட்டை, தமிழ்நாடு."
TNH0771,H_22337,"Muthu Meenakshi Hospitals, Pudukottai TN.",Pudukottai,PVT HOSPITAL,Pvt,Multi-Speciality,10.3794013,78.82189,"முத்து மீனாட்சி மருத்துவமனை, புதுக்கோட்டை டி.என்."
TNH0772,H_23482,"PUDUGAI STAR HOSPITAL,PUDUKOTTAI,TN.",Pudukottai,PVT HOSPITAL,Pvt,"Cardiology,Dental,Multi-Speciality",10.3722393,78.831922,"புதுக்காய் ஸ்டார் மருத்துவமனை, புதுக்கோட்டை, தமிழ்நாடு."
TNH0774,H_22034,"Sree Vijay Hosptials,Pudukottai,TN.",Pudukottai,PVT HOSPITAL,Pvt,"Gynecology,Orthopedics,Urology",10.0344848,79.2305499,"ஸ்ரீ விஜய் ஹாஸ்பிடல்ஸ், புதுக்கோட்டை, டிஎன்."
TNH0776,H_22120,"Team Speciality Hospital,Pudukottai TN.",Pudukottai,PVT HOSPITAL,Pvt,Multi-Speciality,10.3786238,78.8133979,"டீம் ஸ்பெஷாலிட்டி மருத்துவமனை, புதுக்கோட்டை, தமிழ்நாடு."
TNH0778,H_22726,"Arogya hospital, Ramanathapuram TN.",Ramanathapuram,PVT HOSPITAL,Pvt,Multi-Speciality,9.3727024,78.821275,"ஆரோக்யா மருத்துவமனை, ராமநாதபுரம் டி.என்."
TNH0779,H_25877,"Govt Ervadi Taluk Hospital, Ramanathapuram TN.",Ramanathapuram,Govt-DMS,Govt,"General Medicine,Pediatrics",9.2104063,78.7110989,"அரசு ஏர்வாடி தாலுகா மருத்துவமனை, ராமநாதபுரம் டி.என்."
TNH0780,H_19719,"Govt Hospital Kamudhi,Ramanathapuram TN.",Ramanathapuram,Govt-DMS,Govt,"General Medicine,Pediatrics",9.413538,78.3670504,"அரசு மருத்துவமனை கமுதி, ராமநாதபுரம் TN."
TNH0781,H_19720,"Govt Hospital Keelakkarai,Ramanathapuram TN.",Ramanathapuram,Govt-DMS,Govt,"General Medicine,Pediatrics",9.3626479,78.8313906,"அரசு மருத்துவமனை கீழக்கரை, ராமநாதபுரம் TN."
TNH0782,H_20034,"Govt Hospital,Mudukalathur,Ramanthapuram TN.",Ramanathapuram,Govt-DMS,Govt,"General Medicine,Pediatrics",9.3639356,78.8394819,"அரசு மருத்துவமனை, முதுகளத்தூர், ராமந்தபுரம் TN."
TNH0783,H_20036,"Govt Hospital,Rameshwaram,Ramanathapuram TN.",Ramanathapuram,Govt-DMS,Govt,"General Medicine,Pediatrics",9.2828316,79.3120653,"அரசு மருத்துவமனை, ராமேஸ்வரம், ராமநாதபுரம் TN."
TNH0784,H_20035,"Govt Hospital,Thiruvadanai,Ramanthapuram TN.",Ramanathapuram,Govt-DMS,Govt,"General Medicine,Pediatrics",9.7831611,78.9172623,"அரசு மருத்துவமனை, திருவாடானை, இராமந்தபுரம் TN."
TNH0785,H_25870,"Govt Kadaladi Taluk Hospital, Ramanathapuram TN.",Ramanathapuram,Govt-DMS,Govt,"General Medicine,Pediatrics",9.2094688,78.4922427,"அரசு கடலாடி தாலுகா மருத்துவமனை, ராமநாதபுரம் டி.என்."
TNH0786,H_25876,"Govt Mandabam Taluk Hospital, Ramanathapuram TN.",Ramanathapuram,Govt-DMS,Govt,"General Medicine,Pediatrics",9.3639356,78.8394819,"அரசு மண்டபம் தாலுகா மருத்துவமனை, ராமநாதபுரம் டி.என்."
TNH0787,H_25875,"Govt Panaikulam Taluk Hospital, Ramanathapuram TN.",Ramanathapuram,Govt-DMS,Govt,"General Medicine,Pediatrics",9.3741686,78.954279,"அரசு பனைக்குளம் தாலுகா மருத்துவமனை, ராமநாதபுரம் டி.என்."
TNH0788,H_18498,"Govt.Head Qrtrs Hosp Paramakudi,Ramanathpuram TN.",Ramanathapuram,Govt-DMS,Govt,"General Medicine,Pediatrics",9.3590199,78.8370316,"அரசு தலைமை மருத்துவமனை பரமக்குடி, ராமநாதபுரம், தமிழ்நாடு."
TNH0789,H_18495,"Govt.Ramanathapuram Medical college,Ramanad TN.",Ramanathapuram,Govt-DME,Govt,"General Medicine,Pediatrics",9.3629771,78.8561058,"அரசு ராமநாதபுரம் மருத்துவக் கல்லூரி, ராமநாடு TN."
TNH0802,H_24017,"Jeevan Hospital,Ramanathapuram TN.",Ramanathapuram,PVT HOSPITAL,Pvt,Multi-Speciality,9.5508525,78.5869052,"ஜீவன் மருத்துவமனை, ராமநாதபுரம் TN."
TNH0803,H_18253,"Kanagamani Hospital, Ramanathapuram TN.",Ramanathapuram,PVT HOSPITAL,Pvt,Multi-Speciality,9.3644197,78.8331154,"கனகமணி மருத்துவமனை, ராமநாதபுரம் டி.என்."
TNH0804,H_22856,"PPS Hospital, Ramanathapuram, TN.",Ramanathapuram,PVT HOSPITAL,Pvt,Multi-Speciality,9.4151922,78.3672823,"PPS மருத்துவமனை, ராமநாதபுரம், TN."
TNH0806,H_23526,"Apollo KH Hospital, Melvisharam,Ranipet TN.",Ranipet,PVT HOSPITAL,Pvt,Multi-Speciality,12.9223712,79.2751417,"அப்பல்லோ KH மருத்துவமனை, மேல்விஷாரம், ராணிப்பேட்டை TN."
TNH0808,H_20718,"Govt Hospital Sholingur, Ranipet TN.",Ranipet,Govt-DMS,Govt,"General Medicine,Pediatrics",13.1122918,79.4204802,"அரசு மருத்துவமனை, சோளிங்கூர், ராணிப்பேட்டை, தமிழ்நாடு."
TNH0809,H_25856,"Govt Kalavai Taluk Hospital , Ranipet TN.",Ranipet,Govt-DMS,Govt,"General Medicine,Pediatrics",12.7662255,79.4176958,"அரசு கலவாய் தாலுகா மருத்துவமனை, ராணிப்பேட்டை TN."
TNH0816,H_19494,"Govt. Hospital Arakonam, Ranipet TN.",Ranipet,Govt-DMS,Govt,"General Medicine,Pediatrics",13.0849746,79.6647265,"அரசு மருத்துவமனை அரக்கோணம், ராணிப்பேட்டை டி.என்."
TNH0817,H_22747,"Govt. Hospital, Arcot, Ranipet TN.",Ranipet,Govt-DMS,Govt,"General Medicine,Pediatrics",12.9039895,79.3334287,"அரசு மருத்துவமனை, ஆற்காடு, ராணிப்பேட்டை, தமிழ்நாடு."
TNH0818,H_18704,"Govt.Head Quarters Hospital,Wallajah,Ranipet TN.",Ranipet,Govt-DMS,Govt,"General Medicine,Pediatrics",12.9269412,79.3637642,"அரசு தலைமை மருத்துவமனை, வல்லாஜா, ராணிப்பேட்டை, தமிழ்நாடு."
TNH0819,H_18642,"Scudder Hospital,Ranipet TN.",Ranipet,PVT HOSPITAL,Pvt,Multi-Speciality,12.9336394,79.3261499,"ஸ்கடர் மருத்துவமனை, ராணிப்பேட்டை, தமிழ்நாடு."
TNH0820,H_22431,"Sundaram Health centre,Sholinghur,Ranipet TN.",Ranipet,PVT HOSPITAL,Pvt,Multi-Speciality,13.0846214,79.4379805,"சுந்தரம் சுகாதார மையம், சோழிங்கூர், ராணிப்பேட்டை, தமிழ்நாடு."
TNH0821,H_20928,"Thirumalai Mission Hospital, Ranipet TN.",Ranipet,PVT HOSPITAL,Pvt,Multi-Speciality,12.931605,79.3359205,"திருமலை மிஷன் மருத்துவமனை, ராணிப்பேட்டை டி.என்."
TNH0822,H_25638,"Adveka Hospital, Salem TN.",Salem,PVT,PVT,Multi-Speciality,11.5876055,77.8309477,"அத்வேகா மருத்துவமனை, சேலம், தமிழ்நாடு."
TNH0823,H_20025,"Aishwaryam Speciality Hospital, Salem TN.",Salem,PVT,PVT,Multi-Speciality,11.6716442,78.1268498,"ஐஸ்வர்யம் சிறப்பு மருத்துவமனை, சேலம் TN."
TNH0824,H_22818,"Ammani Hospital, Salem TN.",Salem,PVT,PVT,Multi-Speciality,11.6547043,78.1678183,"அம்மணி மருத்துவமனை, சேலம், தமிழ்நாடு."
TNH0825,H_18376,"Annapoorna Medical College Hospital,Salem TN.",Salem,PVT,PVT,Multi-Speciality,11.5773263,78.0373748,"அன்னபூர்ணா மருத்துவக் கல்லூரி மருத்துவமனை, சேலம் TN."
TNH0826,H_26362,"AP MEDICAL CENTER, SALEM, TN.",Salem,Pvt,Pvt,Multi-Speciality,11.6781533,78.143102,"ஏபி மருத்துவ மையம், சேலம், டென்னசி."
TNH0827,H_21521,"Appu Venkatachalam Medical Research Ctr,Salem TN.",Salem,PVT,PVT,Multi-Speciality,11.626502,78.139431,"அப்பு வெங்கடாசலம் மருத்துவ ஆராய்ச்சி Ctr, சேலம் TN."
TNH0828,H_22396,"Aravind Hospital,Edappadi,Salem TN.",Salem,PVT,PVT,Multi-Speciality,11.6097629,78.0970011,"அரவிந்த் மருத்துவமனை, எடப்பாடி, சேலம் TN."
TNH0829,H_22347,"Bhavani Hospital,Swarnapuri, Salem TN.",Salem,PVT,PVT,Multi-Speciality,11.6746465,78.1363076,"பவானி மருத்துவமனை, ஸ்வர்ணபுரி, சேலம் TN."
TNH0830,H_18564,"Deepam Hospital,Salem TN.",Salem,PVT,PVT,Multi-Speciality,11.6269209,78.1476691,"தீபம் மருத்துவமனை, சேலம், தமிழ்நாடு."
TNH0831,H_18697,"Dharan Hospital,Salem TN.",Salem,PVT,PVT,Multi-Speciality,11.6252778,78.1451344,"தரன் மருத்துவமனை, சேலம், தமிழ்நாடு."
TNH0834,H_22561,"EKA Hospital, Fairlands, Salem TN.",Salem,PVT,PVT,Multi-Speciality,11.6642435,78.1483147,"ஈகேஏ மருத்துவமனை, ஃபேர்லாண்ட்ஸ், சேலம், டென்னசி."
TNH0837,H_26065,"Government Peripheral Hosp, Ammapet, Salem, TN.",Salem,Govt,Govt,"General Medicine,Pediatrics",11.6548161,78.1877393,"அரசு புற மருத்துவமனை, அம்மாபேட்டை, சேலம், டென்னசி."
TNH0843,H_18924,"Govt Hospital Authur,Salem TN.",Salem,Govt,Govt,"General Medicine,Pediatrics",11.5821801,78.1260635,"அரசு மருத்துவமனை, ஆத்தூர், சேலம், தமிழ்நாடு."
TNH0844,H_25862,"Govt Hospital, Bethanaickenpalayam, Salem TN.",Salem,Govt,Govt,"General Medicine,Pediatrics",11.6489522,78.5064473,"அரசு மருத்துவமனை, பெத்தநாயக்கன்பாளையம், சேலம், தமிழ்நாடு."
TNH0845,H_25864,"Govt Hospital, Gangavalli, Salem TN.",Salem,Govt,Govt,"General Medicine,Pediatrics",11.5069304,78.6430868,"அரசு மருத்துவமனை, கங்கவல்லி, சேலம் TN."
TNH0846,H_25865,"Govt Hospital, Jalakandapuram, Salem TN.",Salem,Govt,Govt,"General Medicine,Pediatrics",11.696612,77.8772295,"அரசு மருத்துவமனை, ஜலகண்டாபுரம், சேலம் TN."
TNH0847,H_25863,"Govt Hospital, Nainampatti, Salem TN.",Salem,Govt,Govt,"General Medicine,Pediatrics",11.6751854,78.1222336,"அரசு மருத்துவமனை, நைனம்பட்டி, சேலம், தமிழ்நாடு."
TNH0848,H_20048,"Govt Hospital, Sankagiri, Salem TN.",Salem,Govt,Govt,"General Medicine,Pediatrics",11.7497796,78.1100578,"அரசு மருத்துவமனை, சங்ககிரி, சேலம் TN."
TNH0849,H_24450,"Govt Hospital, Vazhapadi, Salem TN.",Salem,Govt,Govt,"General Medicine,Pediatrics",11.7497796,78.1100578,"அரசு மருத்துவமனை, வாழப்பாடி, சேலம், தமிழ்நாடு."
TNH0850,H_25866,"Govt Hospital, Vembadithalam, Salem TN.",Salem,Govt,Govt,"General Medicine,Pediatrics",11.5671493,78.0109764,"அரசு மருத்துவமனை, வேம்படித்தாலம், சேலம் TN."
TNH0851,H_24449,"Govt Hospital, Yercaud, Salem TN.",Salem,Govt,Govt,"General Medicine,Pediatrics",11.7786284,78.2147528,"அரசு மருத்துவமனை, ஏற்காடு, சேலம், தமிழ்நாடு."
TNH0852,H_19488,"Govt Hospital,Omalur, Salem TN.",Salem,Govt,Govt,"General Medicine,Pediatrics",11.7497796,78.1100578,"அரசு மருத்துவமனை, ஓமலூர், சேலம், தமிழ்நாடு."
TNH0861,H_18517,"Govt Mohan Kumaramangalam Med College, Salem TN.",Salem,Govt,Govt,"General Medicine,Pediatrics",11.6553241,78.1527704,"அரசு மோகன் குமாரமங்கலம் மருத்துவக் கல்லூரி, சேலம் டி.என்."
TNH0875,H_22321,"Govt. Hospital, Idappadi, Salem TN.",Salem,Govt,Govt,"General Medicine,Pediatrics",11.5708791,77.9198207,"அரசு மருத்துவமனை, இடப்பாடி, சேலம், தமிழ்நாடு."
TNH0876,H_18499,"Govt.Head Quarters Hospital Mettur Dam,Salem TN.",Salem,Govt,Govt,"General Medicine,Pediatrics",11.7958241,77.7989155,"அரசு தலைமை மருத்துவமனை, மேட்டூர் அணை, சேலம், தமிழ்நாடு."
TNH0877,H_22674,"J.S Hospital,Ramakrishna Road, Salem TN.",Salem,PVT,PVT,Multi-Speciality,11.6738684,78.1520194,"ஜே.எஸ் மருத்துவமனை, ராமகிருஷ்ணா சாலை, சேலம், தமிழ்நாடு."
TNH0878,H_22344,"Jaaidev Hospital Pvt Ltd, Minnampalli,Salem TN.",Salem,PVT,PVT,Multi-Speciality,11.6659403,78.262413,"ஜெய்தேவ் மருத்துவமனை பிரைவேட் லிமிடெட், மின்னம்பள்ளி, சேலம் TN."
TNH0879,H_26178,"JJ Medical Center, Alagapuram, Salem TN.",Salem,PVT,PVT,Multi-Speciality,11.682836,78.1384586,"ஜேஜே மருத்துவ மையம், அழகபுரம், சேலம், தமிழ்நாடு."
TNH0880,H_18359,"K M Nataraj Hospital,Salem TN.",Salem,PVT,PVT,Multi-Speciality,11.6520568,78.1194462,"KM நடராஜ் மருத்துவமனை, சேலம் TN."
TNH0881,H_18920,"Kamala Hospital Agraharam,Salem TN.",Salem,PVT,PVT,Multi-Speciality,11.6566178,78.1643045,"கமலா மருத்துவமனை அக்ரஹாரம், சேலம் TN."
TNH0882,H_18930,"Karthik Media Centre Edappadi,Salem TN.",Salem,PVT,PVT,Multi-Speciality,11.6834843,78.1181025,"கார்த்திக் மீடியா சென்டர் எடப்பாடி, சேலம் TN."
TNH0883,H_22757,"Kauvery Hospital, Seelanaickenpatti, Salem TN.",Salem,PVT,PVT,Multi-Speciality,11.6291662,78.1486689,"காவேரி மருத்துவமனை, சீலநாயக்கன்பட்டி, சேலம், தமிழ்நாடு."
TNH0884,H_18940,"Kiruba Hospital Rajaji Road,Salem TN.",Salem,PVT,PVT,Multi-Speciality,11.6669958,78.1560419,"கிருபா மருத்துவமனை ராஜாஜி சாலை, சேலம் TN."
TNH0886,H_18579,"Kurinji Hospital,Salem TN.",Salem,PVT,PVT,Multi-Speciality,11.6770989,78.1353645,"குரிஞ்சி மருத்துவமனை, சேலம், தமிழ்நாடு."
TNH0888,H_26033,"Manima Hospitals, Salem, TN.",Salem,PVT,PVT,"Multi-Speciality,Gynecology",11.6193252,78.1459242,"மனிமா மருத்துவமனைகள், சேலம், டென்னசி."
TNH0889,H_18928,"Manipal Hospital Dalmia Brd,Salem TN.",Salem,PVT,PVT,Multi-Speciality,11.7030185,78.1027645,"மணிப்பால் மருத்துவமனை, தால்மியா கிளை, சேலம், தமிழ்நாடு."
TNH0891,H_26382,"Naam Hospital, Salem, TN.",Salem,Pvt,Pvt,Multi-Speciality,11.6419547,78.1401508,"நாம் மருத்துவமனை, சேலம், தமிழ்நாடு."
TNH0892,H_18937,"Nathan Super Speciaty Hospt Holy Flr Sch,Salem TN.",Salem,PVT,PVT,Multi-Speciality,11.6744508,78.1418684,"நேதன் சூப்பர் ஸ்பெஷாலிட்டி மருத்துவமனை, ஹோலி ஃப்ளோர் பள்ளி, சேலம், டென்னசி."
TNH0895,H_18509,"Pranav Hospital, Salem TN.",Salem,PVT,PVT,Multi-Speciality,11.6693201,78.1426459,"பிரணவ் மருத்துவமனை, சேலம், தமிழ்நாடு."
